theta,phi,obj_id,filename,r,g,b
50,0,1,theta050_phi000_obj001_color.png,79,95,131
50,0,2,theta050_phi000_obj002_color.png,106,71,174
50,0,3,theta050_phi000_obj003_color.png,165,127,163
50,0,4,theta050_phi000_obj004_color.png,220,210,132
50,0,5,theta050_phi000_obj005_color.png,158,195,181
50,20,1,theta050_phi020_obj001_color.png,79,95,131
50,20,2,theta050_phi020_obj002_color.png,106,71,174
50,20,3,theta050_phi020_obj003_color.png,165,127,163
50,20,4,theta050_phi020_obj004_color.png,220,210,132
50,20,5,theta050_phi020_obj005_color.png,158,195,181
50,40,1,theta050_phi040_obj001_color.png,79,95,131
50,40,2,theta050_phi040_obj002_color.png,106,71,174
50,40,3,theta050_phi040_obj003_color.png,165,127,163
50,40,4,theta050_phi040_obj004_color.png,220,210,132
50,40,5,theta050_phi040_obj005_color.png,158,195,181
50,60,1,theta050_phi060_obj001_color.png,79,95,131
50,60,2,theta050_phi060_obj002_color.png,106,71,174
50,60,3,theta050_phi060_obj003_color.png,165,127,163
50,60,4,theta050_phi060_obj004_color.png,220,210,132
50,60,5,theta050_phi060_obj005_color.png,158,195,181
50,80,1,theta050_phi080_obj001_color.png,79,95,131
50,80,2,theta050_phi080_obj002_color.png,106,71,174
50,80,3,theta050_phi080_obj003_color.png,165,127,163
50,80,4,theta050_phi080_obj004_color.png,220,210,132
50,80,5,theta050_phi080_obj005_color.png,158,195,181
50,100,1,theta050_phi100_obj001_color.png,79,95,131
50,100,2,theta050_phi100_obj002_color.png,106,71,174
50,100,3,theta050_phi100_obj003_color.png,165,127,163
50,100,4,theta050_phi100_obj004_color.png,220,210,132
50,100,5,theta050_phi100_obj005_color.png,158,195,181
50,120,1,theta050_phi120_obj001_color.png,79,95,131
50,120,2,theta050_phi120_obj002_color.png,106,71,174
50,120,3,theta050_phi120_obj003_color.png,165,127,163
50,120,4,theta050_phi120_obj004_color.png,220,210,132
50,120,5,theta050_phi120_obj005_color.png,158,195,181
50,140,1,theta050_phi140_obj001_color.png,79,95,131
50,140,2,theta050_phi140_obj002_color.png,106,71,174
50,140,3,theta050_phi140_obj003_color.png,165,127,163
50,140,4,theta050_phi140_obj004_color.png,220,210,132
50,140,5,theta050_phi140_obj005_color.png,158,195,181
50,160,1,theta050_phi160_obj001_color.png,79,95,131
50,160,2,theta050_phi160_obj002_color.png,106,71,174
50,160,3,theta050_phi160_obj003_color.png,165,127,163
50,160,4,theta050_phi160_obj004_color.png,220,210,132
50,160,5,theta050_phi160_obj005_color.png,158,195,181
50,180,1,theta050_phi180_obj001_color.png,79,95,131
50,180,2,theta050_phi180_obj002_color.png,106,71,174
50,180,3,theta050_phi180_obj003_color.png,165,127,163
50,180,4,theta050_phi180_obj004_color.png,220,210,132
50,180,5,theta050_phi180_obj005_color.png,158,195,181
50,200,1,theta050_phi200_obj001_color.png,79,95,131
50,200,2,theta050_phi200_obj002_color.png,106,71,174
50,200,3,theta050_phi200_obj003_color.png,165,127,163
50,200,4,theta050_phi200_obj004_color.png,220,210,132
50,200,5,theta050_phi200_obj005_color.png,158,195,181
50,220,1,theta050_phi220_obj001_color.png,79,95,131
50,220,2,theta050_phi220_obj002_color.png,106,71,174
50,220,3,theta050_phi220_obj003_color.png,165,127,163
50,220,4,theta050_phi220_obj004_color.png,220,210,132
50,220,5,theta050_phi220_obj005_color.png,158,195,181
50,240,1,theta050_phi240_obj001_color.png,79,95,131
50,240,2,theta050_phi240_obj002_color.png,106,71,174
50,240,3,theta050_phi240_obj003_color.png,165,127,163
50,240,4,theta050_phi240_obj004_color.png,220,210,132
50,240,5,theta050_phi240_obj005_color.png,158,195,181
50,260,1,theta050_phi260_obj001_color.png,79,95,131
50,260,2,theta050_phi260_obj002_color.png,106,71,174
50,260,3,theta050_phi260_obj003_color.png,165,127,163
50,260,4,theta050_phi260_obj004_color.png,220,210,132
50,260,5,theta050_phi260_obj005_color.png,158,195,181
50,280,1,theta050_phi280_obj001_color.png,79,95,131
50,280,2,theta050_phi280_obj002_color.png,106,71,174
50,280,3,theta050_phi280_obj003_color.png,165,127,163
50,280,4,theta050_phi280_obj004_color.png,220,210,132
50,280,5,theta050_phi280_obj005_color.png,158,195,181
50,300,1,theta050_phi300_obj001_color.png,79,95,131
50,300,2,theta050_phi300_obj002_color.png,106,71,174
50,300,3,theta050_phi300_obj003_color.png,165,127,163
50,300,4,theta050_phi300_obj004_color.png,220,210,132
50,300,5,theta050_phi300_obj005_color.png,158,195,181
50,320,1,theta050_phi320_obj001_color.png,79,95,131
50,320,2,theta050_phi320_obj002_color.png,106,71,174
50,320,3,theta050_phi320_obj003_color.png,165,127,163
50,320,4,theta050_phi320_obj004_color.png,220,210,132
50,320,5,theta050_phi320_obj005_color.png,158,195,181
50,340,1,theta050_phi340_obj001_color.png,79,95,131
50,340,2,theta050_phi340_obj002_color.png,106,71,174
50,340,3,theta050_phi340_obj003_color.png,165,127,163
50,340,4,theta050_phi340_obj004_color.png,220,210,132
50,340,5,theta050_phi340_obj005_color.png,158,195,181
60,0,1,theta060_phi000_obj001_color.png,79,95,131
60,0,2,theta060_phi000_obj002_color.png,106,71,174
60,0,3,theta060_phi000_obj003_color.png,165,127,163
60,0,4,theta060_phi000_obj004_color.png,220,210,132
60,0,5,theta060_phi000_obj005_color.png,158,195,181
60,20,1,theta060_phi020_obj001_color.png,79,95,131
60,20,2,theta060_phi020_obj002_color.png,106,71,174
60,20,3,theta060_phi020_obj003_color.png,165,127,163
60,20,4,theta060_phi020_obj004_color.png,220,210,132
60,20,5,theta060_phi020_obj005_color.png,158,195,181
60,40,1,theta060_phi040_obj001_color.png,79,95,131
60,40,2,theta060_phi040_obj002_color.png,106,71,174
60,40,3,theta060_phi040_obj003_color.png,165,127,163
60,40,4,theta060_phi040_obj004_color.png,220,210,132
60,40,5,theta060_phi040_obj005_color.png,158,195,181
60,60,1,theta060_phi060_obj001_color.png,79,95,131
60,60,2,theta060_phi060_obj002_color.png,106,71,174
60,60,3,theta060_phi060_obj003_color.png,165,127,163
60,60,4,theta060_phi060_obj004_color.png,220,210,132
60,60,5,theta060_phi060_obj005_color.png,158,195,181
60,80,1,theta060_phi080_obj001_color.png,79,95,131
60,80,2,theta060_phi080_obj002_color.png,106,71,174
60,80,3,theta060_phi080_obj003_color.png,165,127,163
60,80,4,theta060_phi080_obj004_color.png,220,210,132
60,80,5,theta060_phi080_obj005_color.png,158,195,181
60,100,1,theta060_phi100_obj001_color.png,79,95,131
60,100,2,theta060_phi100_obj002_color.png,106,71,174
60,100,3,theta060_phi100_obj003_color.png,165,127,163
60,100,4,theta060_phi100_obj004_color.png,220,210,132
60,100,5,theta060_phi100_obj005_color.png,158,195,181
60,120,1,theta060_phi120_obj001_color.png,79,95,131
60,120,2,theta060_phi120_obj002_color.png,106,71,174
60,120,3,theta060_phi120_obj003_color.png,165,127,163
60,120,4,theta060_phi120_obj004_color.png,220,210,132
60,120,5,theta060_phi120_obj005_color.png,158,195,181
60,140,1,theta060_phi140_obj001_color.png,79,95,131
60,140,2,theta060_phi140_obj002_color.png,106,71,174
60,140,3,theta060_phi140_obj003_color.png,165,127,163
60,140,4,theta060_phi140_obj004_color.png,220,210,132
60,140,5,theta060_phi140_obj005_color.png,158,195,181
60,160,1,theta060_phi160_obj001_color.png,79,95,131
60,160,2,theta060_phi160_obj002_color.png,106,71,174
60,160,3,theta060_phi160_obj003_color.png,165,127,163
60,160,4,theta060_phi160_obj004_color.png,220,210,132
60,160,5,theta060_phi160_obj005_color.png,158,195,181
60,180,1,theta060_phi180_obj001_color.png,79,95,131
60,180,2,theta060_phi180_obj002_color.png,106,71,174
60,180,3,theta060_phi180_obj003_color.png,165,127,163
60,180,4,theta060_phi180_obj004_color.png,220,210,132
60,180,5,theta060_phi180_obj005_color.png,158,195,181
60,200,1,theta060_phi200_obj001_color.png,79,95,131
60,200,2,theta060_phi200_obj002_color.png,106,71,174
60,200,3,theta060_phi200_obj003_color.png,165,127,163
60,200,4,theta060_phi200_obj004_color.png,220,210,132
60,200,5,theta060_phi200_obj005_color.png,158,195,181
60,220,1,theta060_phi220_obj001_color.png,79,95,131
60,220,2,theta060_phi220_obj002_color.png,106,71,174
60,220,3,theta060_phi220_obj003_color.png,165,127,163
60,220,4,theta060_phi220_obj004_color.png,220,210,132
60,220,5,theta060_phi220_obj005_color.png,158,195,181
60,240,1,theta060_phi240_obj001_color.png,79,95,131
60,240,2,theta060_phi240_obj002_color.png,106,71,174
60,240,3,theta060_phi240_obj003_color.png,165,127,163
60,240,4,theta060_phi240_obj004_color.png,220,210,132
60,240,5,theta060_phi240_obj005_color.png,158,195,181
60,260,1,theta060_phi260_obj001_color.png,79,95,131
60,260,2,theta060_phi260_obj002_color.png,106,71,174
60,260,3,theta060_phi260_obj003_color.png,165,127,163
60,260,4,theta060_phi260_obj004_color.png,220,210,132
60,260,5,theta060_phi260_obj005_color.png,158,195,181
60,280,1,theta060_phi280_obj001_color.png,79,95,131
60,280,2,theta060_phi280_obj002_color.png,106,71,174
60,280,3,theta060_phi280_obj003_color.png,165,127,163
60,280,4,theta060_phi280_obj004_color.png,220,210,132
60,280,5,theta060_phi280_obj005_color.png,158,195,181
60,300,1,theta060_phi300_obj001_color.png,79,95,131
60,300,2,theta060_phi300_obj002_color.png,106,71,174
60,300,3,theta060_phi300_obj003_color.png,165,127,163
60,300,4,theta060_phi300_obj004_color.png,220,210,132
60,300,5,theta060_phi300_obj005_color.png,158,195,181
60,320,1,theta060_phi320_obj001_color.png,79,95,131
60,320,2,theta060_phi320_obj002_color.png,106,71,174
60,320,3,theta060_phi320_obj003_color.png,165,127,163
60,320,4,theta060_phi320_obj004_color.png,220,210,132
60,320,5,theta060_phi320_obj005_color.png,158,195,181
60,340,1,theta060_phi340_obj001_color.png,79,95,131
60,340,2,theta060_phi340_obj002_color.png,106,71,174
60,340,3,theta060_phi340_obj003_color.png,165,127,163
60,340,4,theta060_phi340_obj004_color.png,220,210,132
60,340,5,theta060_phi340_obj005_color.png,158,195,181
70,0,1,theta070_phi000_obj001_color.png,79,95,131
70,0,2,theta070_phi000_obj002_color.png,106,71,174
70,0,3,theta070_phi000_obj003_color.png,165,127,163
70,0,4,theta070_phi000_obj004_color.png,220,210,132
70,0,5,theta070_phi000_obj005_color.png,158,195,181
70,20,1,theta070_phi020_obj001_color.png,79,95,131
70,20,2,theta070_phi020_obj002_color.png,106,71,174
70,20,3,theta070_phi020_obj003_color.png,165,127,163
70,20,4,theta070_phi020_obj004_color.png,220,210,132
70,20,5,theta070_phi020_obj005_color.png,158,195,181
70,40,1,theta070_phi040_obj001_color.png,79,95,131
70,40,2,theta070_phi040_obj002_color.png,106,71,174
70,40,3,theta070_phi040_obj003_color.png,165,127,163
70,40,4,theta070_phi040_obj004_color.png,220,210,132
70,40,5,theta070_phi040_obj005_color.png,158,195,181
70,60,1,theta070_phi060_obj001_color.png,79,95,131
70,60,2,theta070_phi060_obj002_color.png,106,71,174
70,60,3,theta070_phi060_obj003_color.png,165,127,163
70,60,4,theta070_phi060_obj004_color.png,220,210,132
70,60,5,theta070_phi060_obj005_color.png,158,195,181
70,80,1,theta070_phi080_obj001_color.png,79,95,131
70,80,2,theta070_phi080_obj002_color.png,106,71,174
70,80,3,theta070_phi080_obj003_color.png,165,127,163
70,80,4,theta070_phi080_obj004_color.png,220,210,132
70,80,5,theta070_phi080_obj005_color.png,158,195,181
70,100,1,theta070_phi100_obj001_color.png,79,95,131
70,100,2,theta070_phi100_obj002_color.png,106,71,174
70,100,3,theta070_phi100_obj003_color.png,165,127,163
70,100,4,theta070_phi100_obj004_color.png,220,210,132
70,100,5,theta070_phi100_obj005_color.png,158,195,181
70,120,1,theta070_phi120_obj001_color.png,79,95,131
70,120,2,theta070_phi120_obj002_color.png,106,71,174
70,120,3,theta070_phi120_obj003_color.png,165,127,163
70,120,4,theta070_phi120_obj004_color.png,220,210,132
70,120,5,theta070_phi120_obj005_color.png,158,195,181
70,140,1,theta070_phi140_obj001_color.png,79,95,131
70,140,2,theta070_phi140_obj002_color.png,106,71,174
70,140,3,theta070_phi140_obj003_color.png,165,127,163
70,140,4,theta070_phi140_obj004_color.png,220,210,132
70,140,5,theta070_phi140_obj005_color.png,158,195,181
70,160,1,theta070_phi160_obj001_color.png,79,95,131
70,160,2,theta070_phi160_obj002_color.png,106,71,174
70,160,3,theta070_phi160_obj003_color.png,165,127,163
70,160,4,theta070_phi160_obj004_color.png,220,210,132
70,160,5,theta070_phi160_obj005_color.png,158,195,181
70,180,1,theta070_phi180_obj001_color.png,79,95,131
70,180,2,theta070_phi180_obj002_color.png,106,71,174
70,180,3,theta070_phi180_obj003_color.png,165,127,163
70,180,4,theta070_phi180_obj004_color.png,220,210,132
70,180,5,theta070_phi180_obj005_color.png,158,195,181
70,200,1,theta070_phi200_obj001_color.png,79,95,131
70,200,2,theta070_phi200_obj002_color.png,106,71,174
70,200,3,theta070_phi200_obj003_color.png,165,127,163
70,200,4,theta070_phi200_obj004_color.png,220,210,132
70,200,5,theta070_phi200_obj005_color.png,158,195,181
70,220,1,theta070_phi220_obj001_color.png,79,95,131
70,220,2,theta070_phi220_obj002_color.png,106,71,174
70,220,3,theta070_phi220_obj003_color.png,165,127,163
70,220,4,theta070_phi220_obj004_color.png,220,210,132
70,220,5,theta070_phi220_obj005_color.png,158,195,181
70,240,1,theta070_phi240_obj001_color.png,79,95,131
70,240,2,theta070_phi240_obj002_color.png,106,71,174
70,240,3,theta070_phi240_obj003_color.png,165,127,163
70,240,4,theta070_phi240_obj004_color.png,220,210,132
70,240,5,theta070_phi240_obj005_color.png,158,195,181
70,260,1,theta070_phi260_obj001_color.png,79,95,131
70,260,2,theta070_phi260_obj002_color.png,106,71,174
70,260,3,theta070_phi260_obj003_color.png,165,127,163
70,260,4,theta070_phi260_obj004_color.png,220,210,132
70,260,5,theta070_phi260_obj005_color.png,158,195,181
70,280,1,theta070_phi280_obj001_color.png,79,95,131
70,280,2,theta070_phi280_obj002_color.png,106,71,174
70,280,3,theta070_phi280_obj003_color.png,165,127,163
70,280,4,theta070_phi280_obj004_color.png,220,210,132
70,280,5,theta070_phi280_obj005_color.png,158,195,181
70,300,1,theta070_phi300_obj001_color.png,79,95,131
70,300,2,theta070_phi300_obj002_color.png,106,71,174
70,300,3,theta070_phi300_obj003_color.png,165,127,163
70,300,4,theta070_phi300_obj004_color.png,220,210,132
70,300,5,theta070_phi300_obj005_color.png,158,195,181
70,320,1,theta070_phi320_obj001_color.png,79,95,131
70,320,2,theta070_phi320_obj002_color.png,106,71,174
70,320,3,theta070_phi320_obj003_color.png,165,127,163
70,320,4,theta070_phi320_obj004_color.png,220,210,132
70,320,5,theta070_phi320_obj005_color.png,158,195,181
70,340,1,theta070_phi340_obj001_color.png,79,95,131
70,340,2,theta070_phi340_obj002_color.png,106,71,174
70,340,3,theta070_phi340_obj003_color.png,165,127,163
70,340,4,theta070_phi340_obj004_color.png,220,210,132
70,340,5,theta070_phi340_obj005_color.png,158,195,181
80,0,1,theta080_phi000_obj001_color.png,79,95,131
80,0,2,theta080_phi000_obj002_color.png,106,71,174
80,0,3,theta080_phi000_obj003_color.png,165,127,163
80,0,4,theta080_phi000_obj004_color.png,220,210,132
80,0,5,theta080_phi000_obj005_color.png,158,195,181
80,20,1,theta080_phi020_obj001_color.png,79,95,131
80,20,2,theta080_phi020_obj002_color.png,106,71,174
80,20,3,theta080_phi020_obj003_color.png,165,127,163
80,20,4,theta080_phi020_obj004_color.png,220,210,132
80,20,5,theta080_phi020_obj005_color.png,158,195,181
80,40,1,theta080_phi040_obj001_color.png,79,95,131
80,40,2,theta080_phi040_obj002_color.png,106,71,174
80,40,3,theta080_phi040_obj003_color.png,165,127,163
80,40,4,theta080_phi040_obj004_color.png,220,210,132
80,40,5,theta080_phi040_obj005_color.png,158,195,181
80,60,1,theta080_phi060_obj001_color.png,79,95,131
80,60,2,theta080_phi060_obj002_color.png,106,71,174
80,60,3,theta080_phi060_obj003_color.png,165,127,163
80,60,4,theta080_phi060_obj004_color.png,220,210,132
80,60,5,theta080_phi060_obj005_color.png,158,195,181
80,80,1,theta080_phi080_obj001_color.png,79,95,131
80,80,2,theta080_phi080_obj002_color.png,106,71,174
80,80,3,theta080_phi080_obj003_color.png,165,127,163
80,80,4,theta080_phi080_obj004_color.png,220,210,132
80,80,5,theta080_phi080_obj005_color.png,158,195,181
80,100,1,theta080_phi100_obj001_color.png,79,95,131
80,100,2,theta080_phi100_obj002_color.png,106,71,174
80,100,3,theta080_phi100_obj003_color.png,165,127,163
80,100,4,theta080_phi100_obj004_color.png,220,210,132
80,100,5,theta080_phi100_obj005_color.png,158,195,181
80,120,1,theta080_phi120_obj001_color.png,79,95,131
80,120,2,theta080_phi120_obj002_color.png,106,71,174
80,120,3,theta080_phi120_obj003_color.png,165,127,163
80,120,4,theta080_phi120_obj004_color.png,220,210,132
80,120,5,theta080_phi120_obj005_color.png,158,195,181
80,140,1,theta080_phi140_obj001_color.png,79,95,131
80,140,2,theta080_phi140_obj002_color.png,106,71,174
80,140,3,theta080_phi140_obj003_color.png,165,127,163
80,140,4,theta080_phi140_obj004_color.png,220,210,132
80,140,5,theta080_phi140_obj005_color.png,158,195,181
80,160,1,theta080_phi160_obj001_color.png,79,95,131
80,160,2,theta080_phi160_obj002_color.png,106,71,174
80,160,3,theta080_phi160_obj003_color.png,165,127,163
80,160,4,theta080_phi160_obj004_color.png,220,210,132
80,160,5,theta080_phi160_obj005_color.png,158,195,181
80,180,1,theta080_phi180_obj001_color.png,79,95,131
80,180,2,theta080_phi180_obj002_color.png,106,71,174
80,180,3,theta080_phi180_obj003_color.png,165,127,163
80,180,4,theta080_phi180_obj004_color.png,220,210,132
80,180,5,theta080_phi180_obj005_color.png,158,195,181
80,200,1,theta080_phi200_obj001_color.png,79,95,131
80,200,2,theta080_phi200_obj002_color.png,106,71,174
80,200,3,theta080_phi200_obj003_color.png,165,127,163
80,200,4,theta080_phi200_obj004_color.png,220,210,132
80,200,5,theta080_phi200_obj005_color.png,158,195,181
80,220,1,theta080_phi220_obj001_color.png,79,95,131
80,220,2,theta080_phi220_obj002_color.png,106,71,174
80,220,3,theta080_phi220_obj003_color.png,165,127,163
80,220,4,theta080_phi220_obj004_color.png,220,210,132
80,220,5,theta080_phi220_obj005_color.png,158,195,181
80,240,1,theta080_phi240_obj001_color.png,79,95,131
80,240,2,theta080_phi240_obj002_color.png,106,71,174
80,240,3,theta080_phi240_obj003_color.png,165,127,163
80,240,4,theta080_phi240_obj004_color.png,220,210,132
80,240,5,theta080_phi240_obj005_color.png,158,195,181
80,260,1,theta080_phi260_obj001_color.png,79,95,131
80,260,2,theta080_phi260_obj002_color.png,106,71,174
80,260,3,theta080_phi260_obj003_color.png,165,127,163
80,260,4,theta080_phi260_obj004_color.png,220,210,132
80,260,5,theta080_phi260_obj005_color.png,158,195,181
80,280,1,theta080_phi280_obj001_color.png,79,95,131
80,280,2,theta080_phi280_obj002_color.png,106,71,174
80,280,3,theta080_phi280_obj003_color.png,165,127,163
80,280,4,theta080_phi280_obj004_color.png,220,210,132
80,280,5,theta080_phi280_obj005_color.png,158,195,181
80,300,1,theta080_phi300_obj001_color.png,79,95,131
80,300,2,theta080_phi300_obj002_color.png,106,71,174
80,300,3,theta080_phi300_obj003_color.png,165,127,163
80,300,4,theta080_phi300_obj004_color.png,220,210,132
80,300,5,theta080_phi300_obj005_color.png,158,195,181
80,320,1,theta080_phi320_obj001_color.png,79,95,131
80,320,2,theta080_phi320_obj002_color.png,106,71,174
80,320,3,theta080_phi320_obj003_color.png,165,127,163
80,320,4,theta080_phi320_obj004_color.png,220,210,132
80,320,5,theta080_phi320_obj005_color.png,158,195,181
80,340,1,theta080_phi340_obj001_color.png,79,95,131
80,340,2,theta080_phi340_obj002_color.png,106,71,174
80,340,3,theta080_phi340_obj003_color.png,165,127,163
80,340,4,theta080_phi340_obj004_color.png,220,210,132
80,340,5,theta080_phi340_obj005_color.png,158,195,181
90,0,1,theta090_phi000_obj001_color.png,79,95,131
90,0,2,theta090_phi000_obj002_color.png,106,71,174
90,0,3,theta090_phi000_obj003_color.png,165,127,163
90,0,4,theta090_phi000_obj004_color.png,220,210,132
90,0,5,theta090_phi000_obj005_color.png,158,195,181
90,20,1,theta090_phi020_obj001_color.png,79,95,131
90,20,2,theta090_phi020_obj002_color.png,106,71,174
90,20,3,theta090_phi020_obj003_color.png,165,127,163
90,20,4,theta090_phi020_obj004_color.png,220,210,132
90,20,5,theta090_phi020_obj005_color.png,158,195,181
90,40,1,theta090_phi040_obj001_color.png,79,95,131
90,40,2,theta090_phi040_obj002_color.png,106,71,174
90,40,3,theta090_phi040_obj003_color.png,165,127,163
90,40,4,theta090_phi040_obj004_color.png,220,210,132
90,40,5,theta090_phi040_obj005_color.png,158,195,181
90,60,1,theta090_phi060_obj001_color.png,79,95,131
90,60,2,theta090_phi060_obj002_color.png,106,71,174
90,60,3,theta090_phi060_obj003_color.png,165,127,163
90,60,4,theta090_phi060_obj004_color.png,220,210,132
90,60,5,theta090_phi060_obj005_color.png,158,195,181
90,80,1,theta090_phi080_obj001_color.png,79,95,131
90,80,2,theta090_phi080_obj002_color.png,106,71,174
90,80,3,theta090_phi080_obj003_color.png,165,127,163
90,80,4,theta090_phi080_obj004_color.png,220,210,132
90,80,5,theta090_phi080_obj005_color.png,158,195,181
90,100,1,theta090_phi100_obj001_color.png,79,95,131
90,100,2,theta090_phi100_obj002_color.png,106,71,174
90,100,3,theta090_phi100_obj003_color.png,165,127,163
90,100,4,theta090_phi100_obj004_color.png,220,210,132
90,100,5,theta090_phi100_obj005_color.png,158,195,181
90,120,1,theta090_phi120_obj001_color.png,79,95,131
90,120,2,theta090_phi120_obj002_color.png,106,71,174
90,120,3,theta090_phi120_obj003_color.png,165,127,163
90,120,4,theta090_phi120_obj004_color.png,220,210,132
90,120,5,theta090_phi120_obj005_color.png,158,195,181
90,140,1,theta090_phi140_obj001_color.png,79,95,131
90,140,2,theta090_phi140_obj002_color.png,106,71,174
90,140,3,theta090_phi140_obj003_color.png,165,127,163
90,140,4,theta090_phi140_obj004_color.png,220,210,132
90,140,5,theta090_phi140_obj005_color.png,158,195,181
90,160,1,theta090_phi160_obj001_color.png,79,95,131
90,160,2,theta090_phi160_obj002_color.png,106,71,174
90,160,3,theta090_phi160_obj003_color.png,165,127,163
90,160,4,theta090_phi160_obj004_color.png,220,210,132
90,160,5,theta090_phi160_obj005_color.png,158,195,181
90,180,1,theta090_phi180_obj001_color.png,79,95,131
90,180,2,theta090_phi180_obj002_color.png,106,71,174
90,180,3,theta090_phi180_obj003_color.png,165,127,163
90,180,4,theta090_phi180_obj004_color.png,220,210,132
90,180,5,theta090_phi180_obj005_color.png,158,195,181
90,200,1,theta090_phi200_obj001_color.png,79,95,131
90,200,2,theta090_phi200_obj002_color.png,106,71,174
90,200,3,theta090_phi200_obj003_color.png,165,127,163
90,200,4,theta090_phi200_obj004_color.png,220,210,132
90,200,5,theta090_phi200_obj005_color.png,158,195,181
90,220,1,theta090_phi220_obj001_color.png,79,95,131
90,220,2,theta090_phi220_obj002_color.png,106,71,174
90,220,3,theta090_phi220_obj003_color.png,165,127,163
90,220,4,theta090_phi220_obj004_color.png,220,210,132
90,220,5,theta090_phi220_obj005_color.png,158,195,181
90,240,1,theta090_phi240_obj001_color.png,79,95,131
90,240,2,theta090_phi240_obj002_color.png,106,71,174
90,240,3,theta090_phi240_obj003_color.png,165,127,163
90,240,4,theta090_phi240_obj004_color.png,220,210,132
90,240,5,theta090_phi240_obj005_color.png,158,195,181
90,260,1,theta090_phi260_obj001_color.png,79,95,131
90,260,2,theta090_phi260_obj002_color.png,106,71,174
90,260,3,theta090_phi260_obj003_color.png,165,127,163
90,260,4,theta090_phi260_obj004_color.png,220,210,132
90,260,5,theta090_phi260_obj005_color.png,158,195,181
90,280,1,theta090_phi280_obj001_color.png,79,95,131
90,280,2,theta090_phi280_obj002_color.png,106,71,174
90,280,3,theta090_phi280_obj003_color.png,165,127,163
90,280,4,theta090_phi280_obj004_color.png,220,210,132
90,280,5,theta090_phi280_obj005_color.png,158,195,181
90,300,1,theta090_phi300_obj001_color.png,79,95,131
90,300,2,theta090_phi300_obj002_color.png,106,71,174
90,300,3,theta090_phi300_obj003_color.png,165,127,163
90,300,4,theta090_phi300_obj004_color.png,220,210,132
90,300,5,theta090_phi300_obj005_color.png,158,195,181
90,320,1,theta090_phi320_obj001_color.png,79,95,131
90,320,2,theta090_phi320_obj002_color.png,106,71,174
90,320,3,theta090_phi320_obj003_color.png,165,127,163
90,320,4,theta090_phi320_obj004_color.png,220,210,132
90,320,5,theta090_phi320_obj005_color.png,158,195,181
90,340,1,theta090_phi340_obj001_color.png,79,95,131
90,340,2,theta090_phi340_obj002_color.png,106,71,174
90,340,3,theta090_phi340_obj003_color.png,165,127,163
90,340,4,theta090_phi340_obj004_color.png,220,210,132
90,340,5,theta090_phi340_obj005_color.png,158,195,181
